,date,open,high,low,close,adj_close,volume,month,est_N1
1005,2019-03-27,77.540001,79.57,77.5,78.529999,78.529999,2371500,3,77.4899979999995
1006,2019-03-28,78.989998,79.290001,77.779999,78.599998,78.599998,1563100,3,78.5299989999995
1007,2019-03-29,79.050003,80.050003,78.58000200000001,79.779999,79.779999,2449900,3,78.59999799999949
1008,2019-04-01,80.209999,81.690002,79.559998,80.870003,80.870003,2723200,4,79.77999899999949
1009,2019-04-02,83.190002,85.099998,82.339996,82.769997,82.769997,3795100,4,80.87000299999949
1010,2019-04-03,83.25,84.91999799999999,83.099998,84.199997,84.199997,4047800,4,82.76999699999948
1011,2019-04-04,84.510002,85.269997,83.540001,84.639999,84.639999,1748400,4,84.19999699999947
1012,2019-04-05,84.949997,85.75,84.519997,84.910004,84.910004,3018100,4,84.63999899999948
1013,2019-04-08,84.599998,85.120003,83.800003,84.58000200000001,84.58000200000001,1853000,4,84.91000399999949
1014,2019-04-09,84.089996,84.639999,83.459999,84.25,84.25,2016700,4,84.58000199999948
1015,2019-04-10,85.33000200000001,85.550003,83.610001,84.519997,84.519997,3547300,4,84.24999999999946
1016,2019-04-11,84.559998,86.41999799999999,84.559998,85.75,85.75,2570200,4,84.51999699999948
1017,2019-04-12,86.190002,86.5,85.300003,85.489998,85.489998,4507500,4,85.74999999999947
1018,2019-04-15,85.309998,85.43,84.08000200000001,84.519997,84.519997,2324200,4,85.48999799999947
1019,2019-04-16,84.809998,85.66999799999999,84.389999,85.16999799999999,85.16999799999999,3747800,4,84.51999699999949
1020,2019-04-17,87.940002,89.730003,87.290001,89.239998,89.239998,6963700,4,85.1699979999995
1021,2019-04-18,89.66999799999999,89.809998,87.459999,88.279999,88.279999,3508300,4,89.2399979999995
1022,2019-04-22,87.769997,88.550003,87.150002,87.559998,87.559998,2060600,4,88.2799989999995
1023,2019-04-23,87.489998,88.5,87.260002,87.970001,87.970001,2220800,4,87.5599979999995
1024,2019-04-24,88.099998,88.959999,87.610001,88.029999,88.029999,2049900,4,87.9700009999995
1025,2019-04-25,87.57,89.150002,86.66999799999999,86.860001,86.860001,2152800,4,88.02999899999949
1026,2019-04-26,86.559998,88.43,86.489998,87.940002,87.940002,1544900,4,86.86000099999947
1027,2019-04-29,88.019997,89.879997,88.019997,89.610001,89.610001,2561900,4,87.9400019999995
1028,2019-04-30,89.660004,90.160004,88.639999,88.860001,88.860001,2688200,4,89.61000099999949
1029,2019-05-01,89.059998,89.709999,87.779999,87.940002,87.940002,2239600,5,88.86000099999949
1030,2019-05-02,88.059998,89.290001,88.010002,88.309998,88.309998,1868600,5,87.9400019999995
1031,2019-05-03,88.5,89.059998,88.269997,88.5,88.5,1165000,5,88.30999799999948
1032,2019-05-06,87.139999,88.029999,86.519997,87.790001,87.790001,1620400,5,88.4999999999995
1033,2019-05-07,86.75,86.760002,84.620003,85.68,85.68,2400000,5,87.7900009999995
1034,2019-05-08,85.25,86.089996,84.25,84.639999,84.639999,1900500,5,85.67999999999951
1035,2019-05-09,83.839996,84.150002,81.809998,84.120003,84.120003,2329000,5,84.6399989999995
