,est,date
1224,57.38321826542578,2020-02-07
1225,56.91725900854137,2020-02-10
1226,57.21307291583719,2020-02-11
1227,57.65274357796108,2020-02-12
1228,58.19510188200745,2020-02-13
1229,58.262589688320936,2020-02-14
1230,57.74587828958568,2020-02-18
1231,57.367202254069596,2020-02-19
1232,56.87691286402072,2020-02-20
1233,56.71884835725932,2020-02-21
1234,56.30516920104122,2020-02-24
1235,53.877452677921546,2020-02-25
1236,49.363293304590265,2020-02-26
1237,48.737793927916385,2020-02-27
1238,46.4129917921457,2020-02-28
1239,46.0222043904785,2020-03-02
1240,46.67159853388506,2020-03-03
1241,45.16285465273507,2020-03-04
1242,46.780314828703744,2020-03-05
1243,45.00000534565682,2020-03-06
1244,45.779554754379774,2020-03-09
1245,43.60865993902382,2020-03-10
1246,45.44619176720311,2020-03-11
1247,42.313779229321284,2020-03-12
1248,35.92890696635949,2020-03-13
1249,41.08542204447103,2020-03-16
1250,36.6833353048931,2020-03-17
1251,38.3546419644754,2020-03-18
1252,35.132344503748214,2020-03-19
1253,30.73843286220184,2020-03-20
1254,32.06531752300193,2020-03-23
1255,33.5430622335017,2020-03-24
1256,37.246401066160345,2020-03-25
1257,39.05507462839485,2020-03-26
1258,41.02577605837717,2020-03-27
